origin,destination,count
DXB,TUN,217
DXB,ZRH,3804
DYG,INC,1
DYU,OVB,1
EAS,PMI,1
EAU,GSP,1
EBB,DAR,7
EBB,DXB,648
EBB,JUB,36
EBJ,SVG,12
EBL,AMM,206
EBL,BGW,14
EBL,CAI,13
ECP,ABQ,7
EDI,AUH,282
EDI,BCN,181
EDI,CIA,32
EDI,FCO,43
EDI,HEL,50
EDI,INV,5
EDI,JFK,1765
EDI,LAX,2
EDI,LIS,30
EDI,MST,2
EDI,NWI,1174
EDI,PMI,1
EDI,STN,4783
EDI,SXF,42
EFL,LGW,2
EGC,SOU,6
EIN,BEG,1
EIN,WAW,20
ELI,GLV,5
ELP,AMA,28
ELP,AUS,6847
ELP,BOI,2
ELP,LAS,3172
ELP,LAX,4508
ELP,RNO,18
ELP,SNA,8
EMA,AGP,33
EMA,EGC,1
EMA,NOC,16
EMA,TSF,11
ENC,ORY,2
ENY,PEK,1
EOH,AXM,6
EOH,GVA,2
EOH,UIB,3
ERC,IST,11
ESB,ERC,5
ESB,MLX,10
ESM,UIO,74
ETZ,ALG,7
EUG,IAH,2
EUG,PDX,4426
EUG,SAT,1
EUG,SFO,7881
EVN,VIE,546
EVV,DTW,9064
EVV,IAD,1
EWR,AMD,16
EWR,AMS,11370
EWR,BFS,1413
EWR,BGM,1371
EWR,BNA,16672
EWR,BON,30
EWR,BWI,6446
EWR,CBG,1
EWR,CLO,1
EWR,CTS,1
EWR,DAB,1
EWR,DTT,1
EWR,EYW,129
EWR,GRR,5514
EWR,HAN,2
EWR,HDB,1
EWR,HYD,2
EWR,IEL,1
EWR,ILO,1
EWR,LAN,2
EWR,LPB,12
EWR,MAD,4257
EWR,MCI,13666
EWR,MCO,47302
EWR,MEX,9551
EWR,MOB,4
EWR,MSY,11403
EWR,MUC,14679
EWR,NCE,2
EWR,OMA,5153
EWR,ORD,166411
EWR,PER,2
EWR,PWM,12710
EWR,RAK,1
EWR,RBA,1
EWR,SBA,1
EWR,SDQ,1207
EWR,SEA,118335
EWR,SHV,8
EWR,SJD,238
EWR,Turnh,1
EWR,YUL,12511
EYW,MIA,3213
EYW,ORD,14
EZE,AKL,109
EZE,CVG,1
EZE,LON,1
EZE,MDQ,5
EZE,MIA,11122
EZE,NYC,2
EZE,PUJ,9
EZE,REL,26
FAB,CIA,1
FAI,GAL,110
FAI,ORD,163
FAK,AIR,7
FAO,BHD,3
FAO,BOH,2
FAO,BVA,2
FAO,LHR,11
FAO,LPL,1
FAO,ORY,35
FAR,DFW,3473
FAR,DUB,1
FAT,CLT,1
FAT,FAT,2
FAT,YYZ,1
FAY,ORD,1
FBS,BFI,1
FCA,SEA,3422
FCO,ANR,6
FCO,BLQ,517
FCO,BRU,2263
FCO,CAI,396
FCO,CAN,31
FCO,EZE,188
FCO,HAV,1
FCO,KBP,32
FCO,MSQ,15
FCO,OSL,66
FCO,PSA,514
FCO,PSR,12
FCO,REG,337
FCO,RIX,14
FCO,VIE,735
FCO,VRN,718
FCO,ZAG,20
FDF,BWI,10
FDF,SFG,28
FDH,IST,1
FFT,CVG,6
FIE,FRA,1
FIH,DLA,41
FIH,MDK,1
FKB,MLA,2
FKB,TXL,595
FLG,PHX,4501
FLL,BIM,93
FLL,CLT,36692
FLL,CPH,242
FLL,CTG,451
FLL,EYW,600
FLL,GRU,2
FLL,IAG,6
FLL,IND,1197
FLL,LGB,2
FLL,PAP,601
FLL,SEA,4653
FLL,SMF,10
FLL,TTN,74
FLL,USA,13
FLL,YUL,2543
FLR,CPH,4
FLR,DUS,417
FLR,EWR,2
FLR,GVA,93
FLR,IAH,16
FMO,PMI,1
FMY,EWR,2
FNA,AMS,2
FNA,CKY,415
FNA,ROB,1000
FNC,OPO,106
FNT,LGA,1
FOC,KWL,1
FOC,TAO,10
FOR,GRU,1313
FPO,CLT,175
FRA,ACE,1
FRA,ATATU,1
FRA,BGI,1
FRA,BIO,876
FRA,CAI,1757
FRA,CFU,1
FRA,DMM,2809
FRA,EZE,866
FRA,GIG,596
FRA,GOT,3155
FRA,GRU,1434
FRA,IST,2203
FRA,KIX,575
FRA,KLX,3
FRA,LAD,94
FRA,LON,4
FRA,LUX,2537
FRA,MLE,1
FRA,MRS,1040
FRA,MSQ,404
FRA,NBO,551
FRA,NCE,2475
FRA,PAD,3
FRA,PAR,5
FRA,PHX,29
FRA,PIT,3
FRA,PRN,195
FRA,QDU,201
FRA,QMZ,3
FRA,RAK,145
FRA,TLV,6409
FRA,TRE,4
FRA,TRN,2549
FRA,ULN,7
FRA,UVF,1
FRA,VIE,12456
FRA,XIU,2
FRA,XXX,2
FRA,YOW,1087
FRS,BZE,4
FRU,TAS,1
FSC,CDG,75
FSC,ORY,59
FSD,AMS,1
FSD,BTV,2
FSD,HSV,5
FSD,IND,4
FSD,MSP,24145
FSD,SGF,1
FSG,LAX,88
FSG,SJU,1051
FSP,CDG,1
FUE,LGW,9
FUE,LPA,94
FUG,CAN,2
FUK,DFW,1
FUK,HEL,14
FUK,MNL,50
FUK,NGO,56
FUK,PUS,68
FUK,TKS,4
FUO,PVG,1
FWA,PHX,1
FWA,SFB,7
FYU,FAI,68
FYV,LGA,3
GAJ,HND,105
GAJ,ITM,10
GAJ,PVG,1
GCI,DNR,2
GCI,MAN,64
GCM,SFO,1
GDL,AUS,21
GDL,CEN,125
GDL,DEN,18
GDL,GUA,1
GDL,MCI,2
GDL,MDW,43
GDL,MTY,9319
GDL,TGZ,11
GDN,CPH,971
GDN,LPL,6
GDN,MUC,1720
GDN,RYG,1
GDN,STN,127
GDZ,DME,1
GEG,BUR,56
GEG,DFW,17
GEG,LAS,2971
GEG,PHX,5810
GEG,RDU,1
GEG,SHV,1
GEG,SJC,25
GET,PER,1955
GIB,AGP,3
GIB,BRS,24
GIB,MAN,23
GIC,HID,3
GIG,AEP,504
GIG,CMN,4
GIG,IGR,1
GIG,IGU,152
GIG,IOS,1
GIG,MSP,1
GIG,SCL,553
GIG,SLZ,46
GIZ,SHJ,2
GJT,ABI,2
GJT,DEN,6189
GJT,DFW,3499
GJT,IND,3
GJT,JFK,1
GJT,LAX,2
GJT,TUS,1
GKA,POM,42
GLA,AGP,9
GLA,EDI,2
GLA,LAS,2
GLA,SXF,93
GLA,WAW,4
GLT,CNS,1
GLV,WMO,4
GMP,HND,4991
GNB,CDG,2
GND,SVD,20
GND,TPA,2
GOA,FCO,1372
GOA,OLB,2
GOH,KEF,30
GOI,PHX,1
GOM,ADD,40
GON,IAD,517
GOT,LYS,12
GOT,NCE,1
GOT,SPU,1
GOV,DRW,467
GOV,GTE,15
GPI,LAS,3
GPS,UIO,154
GPT,TRI,1
GPZ,IAH,1
GRB,MOB,1
GRB,MSP,22872
GRB,PHX,1
GRK,LAX,1
GRO,EIN,11
GRR,ANC,1
GRR,LAS,80
GRR,PIE,9
GRR,PVD,1
GRR,SMF,1
GRU,CAC,72
GRU,DUS,1
GRU,GIG,3698
GRU,JFK,11054
GRU,LFW,13
GRU,MOC,214
GRU,MSP,105
GRU,PFB,105
GRU,PNZ,11
GRU,UDI,264
GRX,PHX,1
GRZ,STR,241
GSO,AVL,4
GSO,BDL,1
GSO,BHM,3
GSO,BWI,1
GSO,DFW,9071
GSO,DTW,10028
GSO,FAR,2
GSO,FLL,1
GSO,IAD,4673
GSO,LEX,4
GSO,PBI,1
GSO,RIC,1
GSO,SAN,1
GSO,SDF,3
GSP,BUR,1
GSP,FLL,31
GSP,IAD,6711
GSP,MCI,1
GSP,MCO,4
GSP,PHX,20
GSP,PIT,5
GSP,SLC,1
GSP,STL,8
GSP,YOW,1
GST,ANC,18
GTW,LYS,1
GUA,BOG,510
GUA,JFK,1
GUA,YTS,2
GUM,FUK,94
GUM,HNL,3252
GUM,SPN,1347
GVA,AHN,3
GVA,AUS,4
GVA,BFS,9
GVA,BGW,1
GVA,BKK,1
GVA,BKO,1
GVA,BSB,4
GVA,DUS,1972
GVA,FAO,4
GVA,HAN,6
GVA,KBP,73
GVA,LAS,2
GVA,LBA,44
GVA,MEX,11
GVA,MPM,2
GVA,MVD,1
GVA,ORY,1168
GVA,OTP,83
GVA,PAR,24
GVA,PER,1
GVA,QLJ,1
GVA,SAO,4
GVA,TSE,3
GVA,TYO,21
GVA,UIO,1
GVA,WAW,880
GWT,MUC,3
GYD,ALA,19
GYD,ISB,1
GYD,KZN,1
GYD,LED,3
GYD,VIE,2
GYE,AMS,135
GYE,MIA,1645
GYN,CWB,5
GYS,PVG,5
GZO,HIR,8
GZO,MUA,12
GZT,ECN,3
GZT,IST,506
HAJ,CPH,603
HAJ,IAH,1
HAK,FOC,1
HAK,HKG,221
HAK,KWE,1
HAK,TPE,27
HAK,WUH,4
HAM,BRN,67
HAM,CDG,9773
HAM,GOT,54
HAM,MAN,1492
HAM,MRS,4
HAM,THE,1
HAN,GVA,7
HAN,ICN,1350
HAN,KHH,8
HAN,KIX,24
HAN,SGN,1830
HAV,GVA,1
HAV,SVO,5
HAV,VIE,1
HAV,YUL,7
HDN,ATL,165
HDN,IAD,28
HDN,SFO,12
HDS,JNB,44
HEL,ALC,1
HEL,ATH,38
HEL,GVA,223
HEL,IVL,142
HEL,JOE,442
HEL,KTT,95
HEL,NRT,581
HEL,SAN,2
HER,GVA,9
HET,KMG,1
HET,TPE,6
HET,TSN,10
HFA,IAH,1
HFE,BKK,2
HFE,KMG,17
HFE,NGO,2
HFE,XIY,20
HFE,ZUH,1
HGA,ADD,58
HGH,DOH,33
HGH,ICN,254
HGH,KWE,7
HGH,KWL,2
HGH,LAX,6
HGH,PVG,12
HGH,TSN,31
HGH,WEF,6
HGH,WEH,6
HGK,SEA,1
HGU,WWK,2
HHN,ALC,2
HHN,GRO,1
HHR,OAK,1
HIA,LHR,2
HID,KUG,1
HIJ,SDJ,1
HIR,INU,23
HKG,BWN,105
HKG,CHI,4
HKG,CKG,531
HKG,DXB,1843
HKG,HEL,385
HKG,HGH,1262
HKG,HIJ,5
HKG,HKG,9
HKG,KIX,1079
HKG,KWL,24
HKG,MAN,156
HKG,NYC,1
HKG,Perth,1
HKG,PVG,21985
HKG,SFO,32398
HKG,SYD,7837
HKG,SYX,254
HKS,SFO,1
HKT,CAN,17
HKT,DMK,252
HKT,HKG,470
HKT,KUL,127
HKT,SHA,1
HKT,SVO,11
HKT,SYD,33
HKT,WUH,2
HLH,PEK,8
HLN,BOI,2
HLR,DEL,2
HMA,VKO,1
HMO,LMM,171
HMO,MTY,3656
HMO,TUS,96
HMO,VIB,1
HND,CJU,1
HND,CTS,724
HND,GAJ,93
HND,ISG,11
HND,IZO,28
HND,JFK,1813
HND,KKJ,120
HND,KOJ,248
HND,LAX,8870
HND,PHX,8
HND,SFO,12370
HND,WKJ,4
HND,YYZ,3086
HNL,BNE,193
HNL,BOS,4
HNL,BWI,2
HNL,CTS,10
HNL,MAJ,869
HNL,MCO,6
HNL,MIA,1
HNL,PDX,3017
HNL,SJC,1437
HOB,DFW,1
HOB,MCI,1
HOG,YOW,7
HOU,AUA,8
HOU,BLD,1
HOU,BUF,52
HOU,DAL,86593
HOU,DSM,1
HOU,GVA,2
HOU,MCI,8875
HOU,ORF,25
HOU,TUL,8697
HPB,BET,20
HPN,LAN,1
HPN,MIA,676
HPN,MVY,16
HRB,DLC,3
HRE,BLZ,18
HRG,DUS,2
HRK,IST,4
HRL,DEN,13
HRL,MAF,9
HRL,SAT,16
HRL,STL,3
HSH,MSP,1
HSH,SEA,1
HSN,LYG,1
HSV,DSM,2
HSV,MOB,3
HSV,ORD,4563
HSV,TPA,7
HTI,BNE,167
HTI,ROK,9
HTS,JAX,1
HTS,LEX,1
HTS,PIT,1
HTY,RUH,2
HVB,SYD,159
HVN,BOS,3
HVN,PHL,4337
HYD,AMD,60
HYD,AUH,2117
HYD,CDG,1
HYD,DXB,8084
HYD,GOI,58
HYD,IXE,6
HYD,JLR,7
HYD,MAA,1576
HYD,RPR,6
IAD,BRU,8081
IAD,CHO,3338
IAD,CID,2
IAD,CVG,6323
IAD,DUJ,229
IAD,DUS,2
IAD,EVV,1
IAD,JED,317
IAD,LOS,5
IAD,MGD,1
IAD,MSN,38
IAD,MSY,5565
IAD,OAK,15
IAD,SCE,4171
IAD,YOW,6713
IAG,PIE,2
IAH,AGU,1028
IAH,BGR,4
IAH,CAI,3
IAH,CAN,4
IAH,CTG,1
IAH,CVG,16008
IAH,DAR,2
IAH,DET,2
IAH,DME,1017
IAH,DTT,11
IAH,EVW,12
IAH,GVA,40
IAH,HSV,7018
IAH,ILM,1
IAH,LIN,7
IAH,LON,12
IAH,MAF,13891
IAH,MFE,16928
IAH,MGC,1
IAH,MLM,144
IAH,MNL,2
IAH,MTY,22314
IAH,NRT,7740
IAH,ORL,2
IAH,PNS,5599
IAH,POS,3073
IAH,PRG,7
IAH,RTB,112
IAH,TGU,479
IAH,TLV,5
IAH,TRI,1
IAH,TYR,2
IAH,UVF,2
IAH,VCT,39
IAH,VER,1247
IAH,WAS,14
IAH,YEG,3558
IAH,YVR,3909
IAH,YWS,1
IBE,EOH,1
IBZ,BCN,866
IBZ,BRS,1
IBZ,CDG,5
IBZ,LBA,2
IBZ,TXL,5
ICN,CGO,58
ICN,CRK,302
ICN,DXB,683
ICN,JFK,7632
ICN,LAS,349
ICN,LAX,6373
ICN,MXP,49
ICN,NRT,9219
ICN,SYD,1485
ICN,TSE,18
ICN,VVO,56
ICN,XIY,286
ICT,AVP,3
ICT,CZM,1
ICT,DEN,14516
ICT,LGA,3
ICT,MCO,28
ICT,MSP,10534
ICT,PDX,1
ICT,PHL,38
IDA,DUS,1
IDA,OPO,1
IDA,PHX,3
IGU,POA,12
IKA,DXB,827
IKT,SVO,174
ILM,CLT,27670
ILM,JAX,1
ILM,LGA,1714
ILM,PHL,3466
ILO,MNL,709
INC,GAJ,1
IND,ATL,94282
IND,BOI,11
IND,DUS,2
IND,EYW,1
IND,IAD,14330
IND,IAH,15359
IND,NYC,1
IND,PGD,8
IND,SAN,37
IND,SJC,78
IND,SJU,3
IND,YUL,8
INN,DUS,21
INN,EIN,11
IOM,BRS,15
IOM,GLO,86
IPH,JHB,13
IPL,LAX,194
IPT,MSP,1
IQQ,ARI,41
IQQ,SCL,863
ISB,DOH,477
ISB,IAD,1
ISB,KHI,154
ISB,YYZ,1
ISP,DAL,6
ISP,IND,6
ISP,ORF,14
ISP,PIT,50
ISP,TUS,2
IST,ADB,1649
IST,ALA,264
IST,BGW,217
IST,BKK,452
IST,DIY,45
IST,DLA,29
IST,EWR,1
IST,GUW,95
IST,GYD,544
IST,HAJ,69
IST,HBE,184
IST,IST,2
IST,IZM,1
IST,JRO,94
IST,KHI,103
IST,LGW,713
IST,LOS,111
IST,MXP,598
IST,NBO,336
IST,OVB,7
IST,PVG,244
IST,SOF,484
IST,TAS,199
IST,TLL,50
IST,TUS,1
IST,ZRH,678
ITH,PDX,1
ITM,AXT,6
ITO,MSP,1
ITO,SFO,1
IUM,ECO,234
IVL,KTT,44
IWD,ORD,38
IXC,BLR,23
IXC,HYD,17
IXE,HYD,3
IZA,CGH,35
JAC,BUR,1
JAC,JFK,32
JAE,LIM,14
JAN,BKL,5
JAN,Charl,1
JAN,DCA,788
JAN,DTW,1
JAN,EWR,4
JAN,IAD,1
JAN,La Au,1
JAN,LAX,2
JAN,RIC,4
JAN,SAT,1
JAN,SLC,3
JAU,LIM,217
JAX,BWI,8197
JAX,CAE,28
JAX,CAK,4
JAX,DCA,11326
JAX,IND,25
JAX,LCK,1
JAX,MDW,2578
JAX,MEM,8
JAX,OMA,41
JAX,PDK,1
JAX,SAN,77
JAX,SEA,1
JAX,STL,206
JAX,STP,1
JAX,SYR,5
JDF,CGH,1
JDZ,PEK,24
JED,ADD,1066
JED,AJF,3
JED,CAI,139
JED,COK,2
JED,IST,268
JED,KAN,5
JED,LHE,3
JED,MXP,21
JER,DUB,11
JFK,ANU,165
JFK,ARN,1047
JFK,ATH,1087
JFK,ATL,29134
JFK,BSL,1
JFK,BUD,1
JFK,CAI,445
JFK,CAN,1799
JFK,CMN,621
JFK,DAB,265
JFK,DFW,8407
JFK,DME,1
JFK,DUB,9966
JFK,EGE,613
JFK,GLA,3
JFK,JNB,3791
JFK,KMG,8
JFK,NAP,39
JFK,ONT,19
JFK,ORY,2680
JFK,PBI,3780
JFK,PIT,8951
JFK,POP,67
JFK,PTY,1663
JFK,SAP,10
JFK,SEA,60382
JFK,SFO,151165
JFK,SXM,618
JFK,TRZ,1
JHB,IPH,13
JHB,KUL,429
JHB,SZB,161
JHG,WAS,1
JHM,MKK,5
JHW,PIT,21
JIA,DAD,1
JIJ,ADD,15
JJN,SHA,7
JKT,SGN,1
JLN,OKC,5
JMK,CGN,2
JMK,IST,6
JMS,PHX,1
JNB,ADD,599
JNB,ATL,8354
JNB,DOH,878
JNB,MAD,126
JNB,MEL,1
JNB,MRU,420
JNB,MUB,172
JNB,SZK,44
JNB,WAW,1
JOB,CGK,1
JOG,BTH,2
JPA,GIG,127
JST,DUJ,82
JST,IAD,370
JSY,ATH,1
JTR,JTR,2
JTR,LCY,5
JTY,LRS,1
KAF,DXB,1
KAL,NUL,1
KBL,MZR,54
KBL,PER,1
KBP,DNK,137
KBP,ICN,1
KBP,MAD,6
KBP,TLL,49
KCH,SBW,67
KEF,ABZ,17
KEF,CDG,812
KEF,EDI,52
KEF,IAD,1018
KEF,JFK,1837
KEF,KEF,3
KEF,KTW,1
KEF,ORY,158
KEF,STR,3
KEF,SVG,2
KEF,ZRH,109
KEL,GOT,1
KEW,YPM,4
KGI,CBR,1
KGL,LOS,67
KHH,HGH,5
KHH,SYD,1
KHI,AUH,251
KHI,DEL,1
KHN,CTU,3816
KHS,ATL,1
KHS,MCT,12
KHV,VVO,7
KIN,CUR,13
KIN,DFW,8
KIN,JFK,627
KIN,MBJ,89
KIV,WAW,31
KIX,CEB,14
KIX,DEL,10
KIX,LAX,1329
KIX,MSP,6
KIX,NRT,1052
KIX,PEK,261
KIX,SFO,4457
KKH,BET,1
KKI,BET,1
KKN,ALF,3
KLU,MSP,4
KLX,DUS,1
KLX,FRA,2
KME,KGL,24
KMG,CGQ,4
KMG,CSX,7
KMG,DIG,6
KMG,HAK,4
KMG,LXA,6
KMG,MLE,1
KMG,NAO,1
KMG,NGB,7
KMG,SYD,6
KMG,SYM,6
KMG,TSN,16
KMG,WNH,2
KMI,FUK,27
KMI,HKG,2
KMJ,NRT,61
KMQ,HND,245
KMQ,TPE,6
KNS,MEL,7
KNX,BME,342
KNX,PER,153
KNX,UAN,1
KOA,DEN,387
KOA,MSP,68
KOI,NRL,2
KOK,ARN,7
Köln,HAM,1
KOS,REP,20
KRI,STN,1
KRK,DUS,9
KRK,FCO,10
KRK,FRA,3555
KRK,IAH,1
KRK,NCL,1
KRK,RYG,1
KRN,ARN,180
KRR,DME,36
KRR,LED,6
KRR,SAW,3
KRR,VKO,5
KRS,AKX,3
KRS,BGO,66
KRT,NBO,47
KSA,KWA,82
KSC,WAW,76
KSN,ALA,3
KTA,PER,41335
KTM,KUL,75
KTR,TCA,19
KTW,MST,2
KTW,NAP,4
KTW,STN,50
KUF,DME,48
KUF,VKO,2
KUH,SPK,1
KUL,AMM,12
KUL,CCU,31
KUL,CGK,1807
KUL,DAD,6
KUL,DEL,506
KUL,DXB,1848
KUL,LGK,203
KUL,MYY,218
KUL,NYC,4
KUL,PHX,5
KUL,PUS,3
KUL,UPG,1
KUN,DUB,11
KUN,SNN,3
KVA,ATH,16
KVG,MAS,2
KWA,TKK,3
KWE,HKG,14
KWE,SZX,32
KWE,TSN,1
KWE,XIY,2
KWE,ZUH,4
KWI,BLR,22
KWI,COK,2
KWI,DOH,2700
KWI,TIF,2
KZN,HEL,7
KZN,UFA,5
LAD,ADD,65
LAD,CAB,5
LAD,JNB,465
LAN,ARB,3
LAS,BDL,1919
LAS,BOS,11957
LAS,GVA,2
LAS,HPN,2
LAS,LAW,2
LAS,LHR,5399
LAS,MOT,2
LAS,MSY,3458
LAS,PHL,26525
LAS,PHX,71710
LAS,PVR,1
LAS,SLC,47298
LAS,SMX,16
LAS,TPE,3
LAS,TYO,3
LAS,YUL,3798
LAX,AIR,2499
LAX,AUS,33679
LAX,BHD,1
LAX,CID,4
LAX,CKG,1
LAX,CVG,11441
LAX,DCA,20082
LAX,DUB,1308
LAX,ELP,3842
LAX,ESB,1
LAX,EZE,23
LAX,FCO,473
LAX,GPI,3
LAX,GRX,1
LAX,GSO,1
LAX,IAD,64056
LAX,ITO,517
LAX,JAN,1
LAX,KEF,127
LAX,KIX,1285
LAX,KTM,2
LAX,LSC,1
LAX,LTO,141
LAX,MBJ,40
LAX,MCE,154
LAX,MEL,14661
LAX,NCE,5
LAX,ONT,6
LAX,PSM,1
LAX,SAT,16906
LAX,SIN,928
LAX,SJP,1
LAX,TLH,1
LAX,TOS,1
LAX,TPA,7235
LAX,TYS,5
LAX,WRO,1
LBA,ACE,1
LBA,GCI,1
LBA,LON,2
LBA,NUE,1
LBA,PAR,1
LBB,BUR,1
LBB,IAH,4922
LBB,PIT,1
LBB,RNO,4
LBB,SFO,1
LBB,TUL,1
LBE,MCO,206
LBG,SXF,3
LBS,SUV,10
LBV,LFW,139
LBV,POG,39
LCA,AMS,32
LCA,BUD,1
LCA,DOH,106
LCA,GVA,1
LCA,LBA,4
LCA,LGW,48
LCJ,DUB,5
LCY,ALC,14
LCY,AMS,21994
LCY,HAM,1635
LDE,CDG,1
LED,BRU,33
LED,GVA,4
LED,HAM,22
LED,IAD,1
LED,ICN,3
LED,MSQ,65
LED,TLV,471
LED,WAW,95
LEJ,BER,1
LEJ,CGN,242
LEJ,ZRH,171
LET,LON,1
LEX,DSM,1
LEX,DTT,1
LEX,JAX,1
LEX,MYR,2
LEX,ORF,1
LFT,MHT,1
LFW,CMN,21
LFW,NIM,118
LGA,BGR,4505
LGA,CAE,1411
LGA,CLE,32068
LGA,CVG,27380
LGA,DFW,119096
LGA,EYW,1
LGA,FLL,20468
LGA,FMY,13
LGA,ICN,1
LGA,MID,3
lga,msy,1
LGA,MTJ,20
LGA,PBI,14876
LGA,RSW,6824
LGA,SCL,2
LGA,YEG,2
LGB,ANC,43
LGB,LAS,7362
LGB,LAX,7
LGB,MSP,6
LGB,SAN,1
LGB,SJC,1520
LGB,TTN,2
LGW,AMS,8667
LGW,BOS,593
LGW,CDG,1569
LGW,CKG,3
LGW,CPH,3648
LGW,DXB,2855
LGW,FLR,560
LGW,FRA,4
LGW,GNB,13
LGW,KRK,231
LGW,LAS,1831
LGW,LEI,11
LGW,LGR,1
LGW,LGW,2
LGW,LIN,1000
LGW,MIL,1
LGW,MUC,1013
LGW,NQT,1
LGW,OLB,21
LGW,PHX,3
LGW,RNS,14
LGW,TIV,11
LGW,TOS,114
LGW,YWG,20
LGW,YYZ,995
LHE,MAN,6
LHE,PHX,13
LHR,BOG,604
LHR,CGK,115
LHR,CHS,3
LHR,COU,2
LHR,DFW,37674
LHR,DUF,1
LHR,GLA,21548
LHR,IBZ,47
LHR,JTR,53
LHR,KEF,1893
LHR,LHE,10
LHR,MEL,622
LHR,MIA,16036
LHR,MME,1
LHR,MSY,21
LHR,MXP,4429
LHR,NRT,1874
LHR,ORK,12594
LHR,PAR,3
LHR,PNE,1
LHR,"Prag,",1
LHR,RAK,6
LHR,RIX,1
LHR,SFO,62181
LHR,STO,2
LHR,SVG,1442
LHR,SZG,22
LHR,TLS,4240
LHR,TPA,15
LHR,TUN,149
LHR,VCE,1419
LHR,XWS,2
LHR,YUL,7240
LHW,SHA,6
LHW,URC,1
LIH,IAH,10
LIH,MCI,1
LIH,MSP,3
LIL,LME,2
LIL,MXP,10
LIL,NCE,148
LIM,ATA,6
LIM,BJX,1
LIM,IAD,188
LIM,MCO,162
LIM,PEM,21
LIM,TCQ,252
LIN,AMS,7108
LIN,CDG,8700
LIN,DXB,2
LIN,GOA,1
LIN,LGA,1
LIN,MUC,576
LIN,ORY,1844
LIR,YYC,3
LIR,YYZ,43
LIS,AMS,3183
LIS,DUB,1105
LIS,GVA,937
LIS,HEL,32
LIS,LHR,9478
LIS,LUX,183
LIS,MUC,1828
LIS,MXP,756
LIS,VCE,132
LIT,ATL,45011
LIT,AUS,38
LIT,DCA,1
LIT,MKE,4
LIT,RDU,29
LIT,SAN,1
LIT,SGF,1
LJG,CTU,30
LJG,KWE,1
LJU,KRK,2
LJU,MUC,605
LKO,BLR,26
LKO,DEL,1201
LLW,BLZ,569
LLW,DAR,24
LNK,GSP,1
LNK,IND,2
LNK,MEM,1
LNS,PIT,109
LOH,UIO,53
Lome,CDG,1
LON,CMN,1
LON,DFW,5
LON,FCO,1
LON,MAN,3
LON,PEK,1
LON,ZNZ,1
LOS,ABV,313
LOS,DXB,1009
LOS,LFW,114
LOS,NBO,190
LOS,PHG,1
LOU,ORL,1
LPA,AMS,43
LPA,DKR,1
LPA,DUB,15
LPA,HEL,1
LPA,MUC,5
LPB,LIM,424
LPB,YYC,1
LPL,BCN,155
LPL,DUB,962
LPL,ORK,26
LPQ,BKK,40
LPQ,PKZ,10
LPQ,REP,10
LRD,DFW,7846
LRD,LAS,1
LRM,PUJ,2
LRM,YYZ,1
LRS,ATH,3
LSC,CJC,4
LSE,MSP,8651
LSI,EDI,401
LSK,KRS,1
LSY,GFN,112
LTN,BOJ,9
LTN,BRQ,45
LTN,BUH,5
LTN,GDN,140
LTN,GLA,1449
LTN,GRO,5
LTN,KIR,44
LTN,KIV,23
LTN,LPA,4
LTN,PSA,29
LTN,SPU,8
LTN,WRO,43
LTX,GYE,3
LUG,SIR,4
LUK,BRL,1
LUK,TEB,2
LUN,ADD,170
LUN,GVA,2
LUX,LIS,175
LUX,LYS,43
LUX,NCE,23
LUX,OPO,49
LVI,CPT,34
LWB,SHD,89
LYB,GCM,36
LYC,ARN,22
LYH,ALX,1
LYH,WAS,19
LYR,OSL,108
LYS,BER,1
LYS,PSA,1
LYS,URO,2
MAA,JED,5
MAA,LHR,2720
MAA,PNQ,1654
MAB,BSB,58
MAD,BOD,274
MAD,BSL,94
MAD,CGN,74
MAD,CIA,46
MAD,CMN,454
MAD,CUN,23
MAD,DKR,144
MAD,GOT,5
MAD,GRU,763
MAD,JTR,2
MAD,LAX,512
MAD,LIS,7579
MAD,LON,2
MAD,MEX,2798
MAD,ORK,26
MAD,PHX,27
MAD,PVG,83
MAD,TFS,742
MAD,TNG,352
MAD,TPA,9
MAD,VBD,3
MAD,YJV,1
MADIN,DXB,2
MAF,AMA,2
MAF,DAL,10744
MAH,BRS,1
MAINC,9:4Bp,1
MAM,BOM,2
MAN,BFS,411
MAN,BHD,2382
MAN,BJV,4
MAN,DBV,1
MAN,DFW,2
MAN,FSD,1
MAN,ISB,12
MAN,IST,572
MAN,MAD,542
MAN,MUC,3544
MAN,NAP,6
MAN,NWI,934
MAN,PUJ,2
MAN,RZE,2
MAN,SOU,2715
MAN,STR,76
MAO,FOR,20
MAO,SFO,1
MARIS,TOCUM,1
MAS,LAE,49
MAS,POM,1489
MBJ,AKL,2
MBJ,BOS,39
MBJ,MSP,41
MBL,SUA,2
MBS,ABE,1
MBS I,DTW,1
MCI,CMH,457
MCI,DSM,1
MCI,FLL,2489
MCI,FNT,6
MCI,GEG,3
MCI,JLN,2
MCI,LGA,22921
MCI,LIT,17
MCI,MAF,3
MCI,PDX,3290
MCI,PHX,21999
MCI,SJU,6
MCI,YQB,1
MCI,YVR,3
MCO,ABQ,313
MCO,ACC,1
MCO,ATL,191970
MCO,BUF,2888
MCO,CUN,529
MCO,FWA,2
MCO,GDL,9
MCO,HOU,11206
MCO,KEF,196
MCO,LFT,1
MCO,MCO,34
MCO,MDW,13059
MCO,MSN,91
MCO,OSL,3
MCO,SEA,12066
