origin,destination,count
SNA,BWI,67
SNA,DAB,1
SNA,DAY,1
SNA,DFW,84141
SNA,IND,40
SNA,LAX,14
SNA,OMA,15
SNA,SJC,55013
SNA,YHZ,1
SNA,YVR,863
SNN,ALC,2
SNN,DUB,1
SNN,EWR,3939
SNN,WRO,13
SNP,ANC,84
SNP,BDL,1
SNU,MIA,23
SOF,BGY,17
SOF,BHX,14
SOF,BOJ,13
SOF,FRA,1976
SOF,KBP,9
SOF,OTP,387
SOF,STN,115
SOF,SVO,93
SOF,TXL,198
SOJ,TOS,5
SOU,ABZ,2
SOU,AMS,2203
SOU,BHD,486
SOU,EGC,7
SOU,LON,1
South,CLT,1
SPA,KAS,1
SPI,LSE,1
SPI,SPS,1
SPN,HKG,3
SPS,ONT,2
SPU,FRA,232
SPU,MUC,231
SPU,ORY,5
SPU,STN,1
SQL,BUR,4
SQL,WMC,1
SRQ,CLT,6989
SRQ,IAD,9
SRQ,YYZ,115
SSA,BPS,27
SSA,PAV,8
SSG,FRA,81
SSG,SIN,1
SSH,KWI,5
SSJ,MQN,1
STI,BOS,36
STI,SJU,147
STL,BKK,1
STL,DAL,22942
STL,EZE,1
STL,ICT,6218
STL,IND,8
STL,MAF,4
STL,MDW,42011
STL,MKL,93
STL,PHL,30496
STL,PWM,5
STL,ROC,33
STL,SJC,232
STL,UIN,480
STM,BOS,3
STN,BGY,427
STN,BLQ,124
STN,BRQ,254
STN,CBG,22
STN,DUS,2
STN,FKB,118
STN,GDN,167
STN,KTW,66
STN,LCA,1
STN,PFO,2
STN,RBA,8
STN,RYG,35
STN,SAW,143
STN,SKG,35
STN,SZZ,9
STN,XRY,2
STO,BES,1
STO,LGW,2
STP,HSV,1
STP,SFO,1
STP,SLP,1
STR,CTA,30
STR,EWR,1
STR,GWT,2
STR,MAD,144
STR,PER,1
STR,PMI,58
STR,SKG,41
STR,TFS,2
STT,STX,592
STV,DEL,126
STX,ATL,102
SUF,STN,4
SUV,APW,4
SVG,KEF,7
SVG,KSU,1
SVJ,SKN,1
SVL,HEL,4
SVO,AGP,35
SVO,GOJ,319
SVO,HAN,33
SVO,NRT,98
SVO,OMS,44
SVO,UUS,120
SVO,VNO,106
SVO,WUH,2
SVQ,BARAJ,1
SVQ,MXP,3
SVQ,SCQ,12
SVQ,TLS,25
SWA,NGB,4
SWA,PEK,32
SXB,BIQ,3
SXB,BOD,241
SXB,BRU,177
SXB,LYS,972
SXB,MPL,4
SXF,AMS,981
SXF,FCO,2
SXF,JFK,3
SXF,MSQ,27
SXF,SDR,3
SXF,SKG,7
SXF,SPU,1
SXF,YYZ,1
SXM,CUR,131
SXM,KIN,126
SXM,PTP,50
SXM,STT,54
SXP,BET,2
SYD,CTU,7
SYD,HBA,3052
SYD,HVB,129
SYD,IAD,1
SYD,LDH,12
SYD,LHR,1017
SYD,NRA,146
SYD,OOL,12751
SYD,SEA,3
SYD,WLG,3682
SYD,YMQ,1
SYR,FAY,1
SYR,HPN,3
SYR,IAD,5186
SYR,LIT,1
SYR,SAC,1
SYR,YYZ,735
SYX,PVG,208
SYX,XIY,2
SYZ,DOH,10
SYZ,DXB,11
SZG,CDG,5
SZG,CGN,54
SZG,EIN,2
SZG,FRA,2978
SZG,PMI,5
SZG,SFO,1
SZG,SZG,1
SZX,AUS,1
SZX,CGK,9
SZX,CGO,39
SZX,CTU,377
SZX,HKT,2
SZX,HYN,29
SZX,LYA,2
SZX,LYI,4
SZX,SEA,116
TAE,CJU,7
TAE,FUK,3
Taiwa,SIN,2
TAK,NRT,15
TAM,IAH,1207
TAO,CSX,16
TAO,HGH,93
TAO,SHA,2436
TAO,SJW,7
TAO,TYN,4
TAP,VSA,1
TAS,CDG,2
TAS,LHR,91
TBN,STL,98
TBS,EVN,20
TBS,HAN,1
TBS,TSE,4
TBU,APW,1
TBU,SUV,8
TEB,ASE,7
TEGEL,ORD,1
TEL,ARN,1
TEL,LHR,1
TEL,TEH,2
TER,BOS,67
TER,DOH,7
TER,LIS,116
TFN,SVQ,96
TFS,AMS,74
TFS,CRL,4
TFS,DME,1
TFS,LYS,1
TFS,ORK,4
TFS,STR,2
TGD,CDG,9
TGU,EWR,1
TGU,SAL,1047
Thess,Athèn,1
THR,PER,1
TIA,FCO,264
TIA,IST,201
TIA,LGW,51
TIA,LJU,30
TIF,ASM,7
TIF,KWI,2
TIF,RUH,71
TIJ,CUU,243
TIJ,HMO,1659
TIV,SVO,2
TIX,ORL,1
TKQ,DAR,9
TLC,MEX,6
TLC,MSP,1
TLC,TPQ,12
TLE,TNR,93
TLH,BWI,1
TLH,MSN,1
TLL,DUB,16
TLL,ZRH,1
TLS,JFK,2
TLS,MAN,58
TLS,MRS,440
TLS,XFW,12
TLV,BEG,26
TLV,EDI,1
TLV,LTN,390
TLV,PHX,34
TLV,SAW,170
TLV,THR,1
TLV,VIE,749
TLV,ZRH,1727
TMP,BUD,1
TNA,CGO,4
TNA,CTU,36
TNA,HKG,34
TNA,SHA,100
TNA,WUH,17
TNA,XIY,20
TNR,SVB,34
TON,LUX,1
TOS,BGO,57
TOS,EVE,3
TOS,VDS,34
TPA,AKL,2
TPA,BER,2
TPA,CHS,10
TPA,CUN,11
TPA,ECP,63
TPA,FNT,13
TPA,IAH,23406
TPA,MAF,2
TPA,OKC,11
TPA,TLH,1564
TPA,TLV,6
TPE,BLR,1
TPE,CTS,52
TPE,FUK,129
TPE,IST,216
TPE,JFK,2987
TPE,JJN,10
TPE,KHN,15
TPE,NKG,124
TPE,SIN,10182
TPE,YNT,5
TPS,PNL,2
TRC,RSW,1
TRC,SVQ,1
TRD,BOO,88
TRD,PHX,1
TRD,TRF,86
TRE,PHL,1
TRF,LPA,1
TRG,WLG,129
TRI,BNA,2
TRI,DEN,1
TRI,IAH,3
TRI,MDT,1
TRN,CDG,2520
TRN,CRL,10
TRN,FCO,2184
TRN,LON,1
TRN,MSP,1
TRN,MUC,2020
TRN,PRG,1
TRO,NTL,160
TRS,JFK,2
TRV,DXB,402
TRZ,KUL,11
TSE,LHR,214
TSE,SCO,18
TSE,SVO,284
TSE,URC,3
TSF,BCN,11
TSF,CRL,10
TSF,DUB,18
TSF,HHN,10
TSF,MLA,1
TSF,SXF,1
TSN,BKK,14
TSN,HAK,2
TSN,MFM,5
TSN,TPE,50
TSN,WUH,22
TSN,XIY,55
TSR,FRA,1
TSR,STN,15
TSV,BNE,10456
TTN,ORD,109
TUF,CDG,4
TUL,BNA,44
TUL,DCA,23
TUL,IND,10
TUL,MCI,34
TUL,OKC,1
TUL,OMA,1
TUL,SJC,11
TUL,SPI,8
TUL,STL,6675
TUN,CGN,3
TUN,MLA,137
TUN,NIM,12
TUN,NKC,4
TUS,DCA,15
TUS,GLA,7
TUS,HND,1
TUS,MLB,1
TUS,OKC,8
TUS,OMA,3
TUS,SEA,2343
TWB,SYD,4
TWU,SDK,4
TXL,AMS,8475
TXL,CGN,4824
TXL,CTA,39
TXL,DUESS,1
TXL,FKB,591
TXL,GOT,1126
TXL,GWT,3
TXL,INN,70
TXL,LPA,4
TXL,NBO,1
TXL,Orly,1
TXL,PMI,67
TXL,PUJ,1
TXL,QYG,1
TXL,SKG,2
TXL,STN,41
TXL,TFS,18
TXL,TRN,13
TYN,PEK,80
TYN,SZX,4
TYO,MCI,1
TYO,MSP,23
TYO,NRT,1
TYO,YXU,1
TYS,BNA,3
TYS,BOS,3
TYS,PIE,48
TYS,PVR,1
TYS,SFB,90
TYS,SGF,1
TZX,SAW,14
UAQ,AEP,634
UFA,IST,2
UFA,LED,4
UFA,VKO,10
UIO,CUE,585
UIO,DFW,349
UIO,LGQ,15
UIO,ORD,1
UIO,PHX,14
UIP,ORY,679
UKB,OKA,5
UKY,JFK,1
ULM,GRB,1
ULN,CPT,1
ULY,DME,2
UNN,DMK,5
URA,GUW,2
URC,CAN,16
URC,LHW,8
URC,SHA,12
URS,VKO,7
URY,RUH,21
UTP,KUL,1
VAW,KKN,14
VBY,GOT,8
VCD,SSA,1
VCE,BSL,31
VCE,CAG,1
VCE,CDG,1865
VCE,DUB,90
VCE,KIV,2
VCE,LUX,2
VCE,OLB,7
VCE,PER,1
VCE,ROM,1
VCE,YYZ,213
VCE,ZRH,708
VCP,CGH,22
VCP,JOI,152
VCP,MCO,355
VDM,AEP,14
VER,JAL,2
VER,MEX,8831
VER,TLC,12
VER,VER,2
VGO,AGP,1
VGO,DUB,5
VIE,BER,2
VIE,BSL,401
VIE,EDI,29
VIE,EVN,248
VIE,FCO,754
VIE,IST,381
VIE,KIV,120
VIE,KLU,1045
VIE,KVA,1
VIE,LCA,261
VIE,LZS,53
VIE,MCO,1
VIE,MSP,4
VIE,MUC,5970
VIE,PSA,6
VIE,SKG,82
VIE,VAR,306
VIE,XGZ,1
VIE,ZRH,7777
VKO,POZ,1
VKO,VNO,3
VLC,BCN,12
VLC,LPA,4
VLC,TLV,1
VLI,AKL,25
VLY,VLY,1
VNO,BHX,2
VNO,EIN,2
VNO,FRA,1323
VNO,MAD,3
VNO,TLL,185
VNO,VIE,98
VNS,HYD,15
VOZ,SVO,74
VPS,STL,1
VPS,TYS,1
VPT,SBC,1
VPY,MPM,17
VQS,CPX,2
VQS,SIG,101
VRA,MIA,33
VRN,AMS,42
VRN,BHX,10
VRN,CWL,1
VRN,DUB,14
VRN,MIL,1
VTE,PNH,40
VTE,ZVK,2
VTZ,BLR,48
VTZ,CCU,4
VVI,ORD,1
VVI,TJA,8
VVO,NRT,17
VVO,PUS,4
WAA,OME,7
WAS,BER,1
WAS,BOS,4
WAS,BUF,1
WAS,ILG,1
WAS,MSY,1
WAS,NWK,6
WAS,SAN,2
WAS,TXL,1
WAW,BCN,365
WAW,BHX,3
WAW,BRU,1905
WAW,DUS,1539
WAW,GLA,9
WAW,MAN,1
WAW,NYO,1
WAW,PAR,1
WAW,PEK,94
WAW,STN,3
WAW,TBS,62
WAW,TXL,911
WBB,SMK,5
WBM,POM,6
WDS,CAN,1
WEF,NGB,2
WEH,CGQ,3
WEH,NKG,1
WIE,FRA,4
WIL,BBY,1
WIL,RVR,1
WIL,WIL,1
WLG,HLZ,213
WLG,NPE,196
WLG,NPL,110
WLG,SIN,10
WMI,EMA,7
WMI,LPL,41
WMI,SNN,4
WMN,SVB,4
WNZ,CAN,100
WRO,BGY,91
WRO,BVA,16
WRO,FSD,6
WRO,GLA,16
WRO,MIL,1
WRO,SIN,1
WSS,LON,1
WSZ,WLG,6
WUH,DFW,1
WUH,FUK,1
WUH,LCX,1
WUH,NGO,4
WUH,NNG,52
WUH,NRT,297
WUH,XIY,68
WUH,XNN,3
WUX,HKG,142
WUX,SZX,371
WUX,XIY,27
XAX,XFY,2
XDB,QQS,7
XDS,XEG,14
XED,ZYR,1
XEG,YBZ,58
XFN,NAY,3
XFY,XAX,2
XGB,ZFJ,1
XHK,YJB,2
XHN,QKL,1
XIK,XRJ,2
XIL,PEK,2
XIY,CSX,15
XIY,CTU,151
XIY,HRB,8
XIY,LHW,17
XIY,TSN,27
XIY,XMN,32
XIY,YTY,3
XIZ,CDG,16
XKS,KIF,1
XLJ,XAX,6
XLQ,YMY,1
XMN,HIA,2
XMN,HRB,1
XMN,KUL,59
XMN,RIZ,2
XMN,SHA,2604
XMN,SIN,379
XMN,TNA,28
XMY,OKR,1
XNA,ATW,1
XNA,FLL,3
XNA,IAH,5002
XNA,MSN,4
XNC,ZDL,2
XNN,URC,2
XPG,AMS,6
XPJ,XDT,2
XQA,XOC,6
XRE,QQP,7
XUT,XTI,2
XUZ,DLC,4
XXX,XXX,11128
XYD,CDG,237
XZN,CDG,7
YAB,YRB,20
YAM,YYB,2
YAM,YYZ,5046
YAY,YBX,140
YBB,YYH,8
YBC,YUL,800
YBE,YXE,2
YBP,PEK,8
YBT,YTH,2
YBX,YYT,9
YBZ,UMY,1
YBZ,XDQ,265
YBZ,XEC,12
YBZ,YEG,3
YCD,CXH,36
YCD,YYZ,2
YCL,YWK,34
YCU,PVG,5
YCY,YXP,1
YDQ,YVR,118
YEA,PHL,1
YEC,YBZ,1
YEG,IAH,4221
YEG,MZT,2
YEG,PDX,2
YEG,YCB,32
YEG,YCD,1
YEG,YXJ,894
YEG,YYJ,1163
YEG,YYT,26
YEG,YZU,6
YEK,YRT,67
YER,YTL,2
YFB,YOW,1058
YFB,YVP,43
YFO,YTH,15
YGR,YUL,52
YGV,YZV,2
YGW,YUL,49
YHD,YWG,4
YHO,YMN,40
YHR,YNA,10
YHU,YHY,1
YHZ,ABE,1
YHZ,IAD,2
YHZ,PUJ,3
YHZ,YOW,7736
YIH,TAO,1
YIH,XIY,2
YIO,YAB,15
YIO,YFB,82
YIV,YST,18
YIW,HKG,6
YJB,GIA,3
YJB,XOC,18
YJM,XOC,2
YKA,YEG,1
YKA,YYJ,1
YKL,YVP,9
YKM,PHX,2
YKT,ZEL,9
YLT,YIF,1
YMM,YYC,13156
YMO,YPL,1
YMQ,AZA,1
YMQ,CLE,1
YMQ,VRA,1
YMQ,YYC,1
YNJ,PEK,65
YNO,YVZ,2
YNT,NKG,6
YNT,SJW,6
YNT,YNJ,1
YNY,YBZ,2
YOC,YDA,3
YOC,YEV,18
YOP,YEG,99
YOW,FWA,1
YOW,GVA,1
YOW,JFK,1
YOW,MBJ,1
YOW,MCO,384
YOW,MME,1
YOW,Pears,2
YOW,YEG,1886
YOW,YYB,1
YOW,ZRH,4
YPX,YUL,1
YPY,YMM,32
YQB,PHX,1
YQB,YBC,14
YQB,YKL,23
YQC,YVB,1
YQG,DTW,2
YQG,YTZ,2601
YQG,YUL,64
YQG,YXE,2
YQG,YYZ,5612
YQK,YAG,81
YQR,CUN,2
YQT,YAM,1675
YQY,DFW,1
YRB,YFB,1
YRL,YXL,520
YRT,YCS,58
YSB,YUL,1
YSJ,YUL,3396
YSK,YWG,39
YTO,ASE,1
YTO,DTT,1
YTO,EVV,1
YTO,FRA,1
YTO,PHL,1
YTO,YHZ,2
YTS,YAM,12
YTY,XMN,1
YTZ,XLV,2
YTZ,YAM,1938
YTZ,YTZ,3
YUL,ATH,108
YUL,CLT,2742
YUL,FCO,417
YUL,FSD,2
YUL,GLA,5
YUL,IST,261
YUL,LAX,6840
YUL,MAD,12
YUL,NRT,1
YUL,PTP,70
YUL,TPA,249
YUL,TUN,9
YUL,YFC,2951
YUL,YMQ,1
YUL,YQR,5
YUL,YTM,8
YUL,YTO,6
YUL,YWG,7001
YUL,YXU,167
yul,yyc,1
YUX,YGT,13
YVP,YKL,18
YVQ,YEV,167
YVQ,YGH,11
YVR,BOS,2
YVR,DCA,5
YVR,NRT,2709
YVR,SNA,862
YVR,SYD,2648
YVR,TPE,500
YVR,YEG,33887
YVR,YKA,5599
YVR,ZIH,1
YVR,ZRH,19
YVZ,YPM,1
YWG,CUN,12
YWG,CWL,1
YWG,FLL,11
YWG,ORD,5755
YWG,YIV,437
YWG,YTO,3
YWG,YUL,6956
YWH,CXH,1444
YWH,SEA,3
YWH,YPK,10
YWJ,XLJ,1
YWK,YUL,131
YWS,IAH,1
YXB,YYT,2
YXE,CUN,9
YXE,YSF,25
YXE,YXU,8
YXE,YYJ,7
YXL,YAG,91
YXS,YLW,637
YXU,BRU,1
YXU,LAS,5
YXU,MME,1
YXU,ORD,313
YXU,YKA,1
YXY,YOW,1
YYC,BBA,1
YYC,FRA,2069
YYC,MCO,390
YYC,MSP,9881
YYC,SAN,632
YYC,SJD,78
YYC,WAS,1
YYC,YBF,12
YYC,YLW,7247
YYC,YMM,11853
YYC,YYF,317
YYF,YVR,1539
YYJ,SEA,4474
YYJ,ZBB,1
YYR,CDG,2
YYR,YDF,693
YYT,ATL,1
YYT,YQM,2
YYT,YTZ,1
YYU,YSB,1
YYY,YQB,36
YYZ,AMS,6709
YYZ,BUF,2
YYZ,BWI,6906
YYZ,HND,2967
YYZ,IDR,1
YYZ,ISB,1
YYZ,LAS,10868
YYZ,LHR,22571
YYZ,MRS,1
YYZ,OKC,4
YYZ,OPO,18
YYZ,PRG,175
YYZ,RIC,3
YYZ,SFO,28238
YYZ,SYD,259
YYZ,XIP,1
YYZ,YMY,3
YYZ,YVR,91419
YYZ,YYC,79030
YZF,YHI,3
YZR,YYZ,1697
YZS,YTE,1
YZV,YBG,21
YZV,YNA,20
ZAD,DUS,1
ZAG,BCN,13
ZAG,DOH,69
ZAG,FRA,1294
ZAG,SPU,256
ZBM,ZBM,1
ZCL,DFW,143
ZDJ,ZLP,1
ZDT,ZKH,1
ZEL,YKT,9
ZFJ,XJY,1
ZFN,YVQ,5
ZFQ,XJY,1
ZHA,BKK,1
ZHT,XIK,1
ZIH,IAH,83
ZIH,PHX,8
ZLN,CDG,11
ZLO,BJX,1
ZLO,MEX,637
ZLP,BSL,1
ZLP,QZB,1
ZMZ,XNC,1
ZNA,CXH,506
ZNZ,ADD,9
ZNZ,DAR,140
ZOS,SCL,12
ZPY,FRA,2
ZQN,WLG,87
ZRG,XYG,1
ZRH,AMM,12
ZRH,AMS,11786
ZRH,AYT,18
ZRH,BOJ,1
ZRH,DAR,124
ZRH,DUS,7180
ZRH,EDI,32
ZRH,HAJ,1511
ZRH,HAM,3945
ZRH,HKT,3
ZRH,IST,667
ZRH,KRK,248
ZRH,LGW,491
ZRH,LIS,1781
ZRH,NYC,9
ZRH,OSL,476
ZRH,PRG,1749
ZRH,SSH,4
ZRH,SYD,1
ZRK,EWR,1
ZRY,QQY,1
ZRZ,ZYP,1
ZSJ,YWP,1
ZTB,ZLT,6
ZTF,EWR,36
ZTY,ZTF,1
ZUH,CTU,2
ZUH,KWE,5
ZUH,SYX,2
ZYP,ZFV,1
ZZZ,BLR,1
